"DateTime";"Final price"
"2020-04-20 17:40:06";49,99
"2020-09-17 17:16:54";37,49
"2020-09-21 17:02:58";49,99
"2020-11-03 18:10:05";29,99
"2020-11-06 18:05:17";49,99
"2020-11-25 18:12:27";29,99
"2020-12-01 19:14:04";49,99
"2020-12-09 18:00:14";29,99
"2020-12-14 18:11:13";49,99
"2020-12-22 18:13:55";24,99
"2021-01-05 19:42:00";49,99
"2021-02-11 18:07:17";24,99
"2021-02-15 19:10:04";49,99
"2021-04-20 17:18:06";24,99
"2021-04-23 17:09:32";49,99
"2021-06-24 17:35:04";24,99
"2021-07-08 17:45:43";49,99
"2021-09-16 17:01:39";19,99
"2021-09-23 17:07:07";49,99
"2021-09-27 17:12:19";19,99
"2021-10-04 17:04:23";49,99
"2021-11-24 18:02:42";19,99
"2021-12-01 18:21:32";49,99
"2021-12-22 18:08:17";19,99
"2021-12-22 18:09:11";19,99
"2022-01-05 18:21:11";49,99
"2022-01-27 18:22:39";19,99
"2022-02-03 18:22:40";49,99
"2022-02-14 18:01:55";19,99
"2022-02-18 07:00:46";49,99
"2022-02-28 18:22:11";19,99
"2022-03-08 07:01:49";49,99
"2022-03-26 14:42:03";49,99
