"DateTime";"Final price"
"2021-08-10 17:00:14";21,24
"2021-08-17 17:06:37";24,99
"2021-10-07 17:06:43";19,99
"2021-10-11 17:16:33";24,99
"2021-10-18 17:17:12";18,74
"2021-10-20 17:05:37";24,99
"2021-10-21 17:15:46";19,99
"2021-10-27 17:06:05";24,99
"2021-10-28 17:39:40";19,99
"2021-11-01 19:06:39";24,99
"2021-11-05 06:15:30";17,49
"2021-11-13 07:01:07";24,99
"2021-11-15 18:02:56";18,74
"2021-11-22 18:02:32";24,99
"2021-11-24 18:04:22";18,74
"2021-12-01 18:20:53";24,99
"2021-12-22 18:05:09";16,74
"2022-01-05 18:58:16";24,99
"2022-01-10 18:02:43";16,74
"2022-01-17 18:20:13";24,99
"2022-01-27 18:26:26";16,24
"2022-02-03 18:24:21";24,99
"2022-02-18 19:15:02";14,99
"2022-02-20 18:02:11";24,99
"2022-02-24 21:25:06";16,24
"2022-02-24 21:30:05";24,99
"2022-03-08 07:02:26";16,24
"2022-03-14 17:22:53";24,99
"2022-03-14 17:40:14";16,24
"2022-03-14 18:40:04";24,99
"2022-03-26 14:38:56";24,99
