"DateTime";"Final price"
"2020-06-08 17:09:04";26,99
"2020-07-09 17:43:24";29,99
"2020-09-24 17:31:24";23,99
"2020-09-28 17:21:00";29,99
"2020-10-29 17:03:23";23,99
"2020-11-02 19:25:00";29,99
"2020-11-25 18:07:29";23,99
"2020-12-04 18:06:30";29,99
"2020-12-22 18:14:04";23,99
"2021-01-05 19:42:05";29,99
"2021-02-11 18:07:30";23,99
"2021-02-15 19:26:32";29,99
"2021-04-13 17:15:47";23,99
"2021-04-18 17:10:05";29,99
"2021-05-27 17:12:53";23,99
"2021-05-31 17:14:15";29,99
"2021-06-24 19:03:36";23,99
"2021-07-08 17:34:45";29,99
"2021-09-16 17:20:42";23,99
"2021-09-20 17:14:03";29,99
"2021-10-28 17:16:54";23,99
"2021-11-01 17:51:56";29,99
"2021-11-18 18:01:40";20,99
"2021-12-01 18:20:35";29,99
"2021-12-22 18:02:33";20,99
"2022-01-05 18:27:53";29,99
"2022-01-27 18:22:21";20,99
"2022-02-03 18:22:22";29,99
"2022-03-26 14:50:31";29,99
