"DateTime";"Final price"
"2021-03-24 14:00:08";8,24
"2021-03-31 17:07:41";12,49
"2021-06-09 17:06:56";8,24
"2021-06-23 17:02:06";12,49
"2021-06-24 18:38:06";8,24
"2021-07-08 18:03:26";12,49
"2021-08-04 13:05:11";8,24
"2021-08-18 13:05:11";12,49
"2021-10-18 13:05:13";7,49
"2021-10-28 13:54:17";12,49
"2021-10-28 17:39:11";7,49
"2021-11-01 17:46:36";12,49
"2021-11-24 18:03:54";6,24
"2021-12-01 18:20:44";12,49
"2021-12-09 09:05:02";6,24
"2021-12-21 09:05:02";12,49
"2021-12-22 18:09:39";6,24
"2021-12-22 18:13:16";6,24
"2022-01-05 18:28:34";12,49
"2022-01-27 18:23:44";6,24
"2022-02-03 18:23:50";12,49
"2022-03-26 14:49:05";12,49
